Date;Num;Name;Text;Account;Amount
01.01.2021;531370;ADMINISTRATIVE EXPENSE;UTILITY CHARGE-ELECTRICTIY;GENERAL FUND;28992,19
01.01.2021;531410;ADMINISTRATIVE EXPENSE;TUITION-TRADE/VO-TECH SCHOOLS;GENERAL FUND;525
01.01.2021;531600;ADMINISTRATIVE EXPENSE;MISC.ADMINISTRATIVE FEE;GENERAL FUND;1708,47
01.01.2021;532110;ADMINISTRATIVE EXPENSE;RENT OF OFFICE SPACE;GENERAL FUND;64976,08
01.01.2021;532140;ADMINISTRATIVE EXPENSE;RENT-EQUIPMENT AND MACHINERY;GENERAL FUND;4706,65
01.01.2021;532160;ADMINISTRATIVE EXPENSE;RENT-ELEC DATA PROCESSING EQ.;GENERAL FUND;3367,52
01.01.2021;533100;ADMINISTRATIVE EXPENSE;MTCE-REP.OTH ITEMS OUTSIDE VND;GENERAL FUND;1766,74
01.01.2021;533110;ADMINISTRATIVE EXPENSE;MTCE-REP.-BLDGS-GRNDS-VENDOR;GENERAL FUND;26483,58
01.01.2021;533120;ADMINISTRATIVE EXPENSE;MTCE-REP.-EQUIPMENT-VENDORS;GENERAL FUND;8969,04
01.01.2021;533130;ADMINISTRATIVE EXPENSE;MTCE-REP.-TEL.EQUIP-VENDOR;GENERAL FUND;3172,06
01.01.2021;533140;ADMINISTRATIVE EXPENSE;MTCE-REP.-DP EQUIP-VENDOR;GENERAL FUND;750
01.01.2021;533210;ADMINISTRATIVE EXPENSE;MTCE-REP.-BLDGS-GRNDS IN-HOUSE;GENERAL FUND;1287,38
01.01.2021;533220;ADMINISTRATIVE EXPENSE;MTCE-REP.-NON-MV EQ. IN-HOUSE;GENERAL FUND;367,44
01.01.2021;534220;ADMINISTRATIVE EXPENSE;REC.SUPPLIES,MAT'LS-STUDENTS;GENERAL FUND;3213,04
01.01.2021;534240;ADMINISTRATIVE EXPENSE;PERS.-SUPS-INMATES, PAT.,WARDS;GENERAL FUND;5155,01
01.01.2021;534260;ADMINISTRATIVE EXPENSE;MEDICAL SUPPLIES AND MATERIALS;GENERAL FUND;2027,6
01.01.2021;535120;ADMINISTRATIVE EXPENSE;UNIFORM,CLOTHING,ACCESSORIES;GENERAL FUND;6757,49
01.01.2021;535180;ADMINISTRATIVE EXPENSE;SAFETY AND SECURITY SUPPLIES;GENERAL FUND;58250,49
01.01.2021;536130;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES NON-EXPENDABLE;GENERAL FUND;214,99
01.01.2021;536140;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES (EXPENDABLE);GENERAL FUND;4084,27
01.01.2021;543140;PROP,FURN,EQUIP & RELATED DEBT;LEASE PURCHASE-LAND,BUILDINGS;GENERAL FUND;283125,74
01.01.2021;543160;PROP,FURN,EQUIP & RELATED DEBT;INTEREST PYMTS-CAPITAL LEASES;GENERAL FUND;148333,34
01.01.2021;545100;PROP,FURN,EQUIP & RELATED DEBT;PURCHASE OF LAND;GENERAL FUND;0
01.01.2021;551230;GEN ASST, AWDS, PROG-DIRECTED;MED.SVC.-OUTPATIENT (NON-DHS);GENERAL FUND;749,42
01.01.2021;551270;GEN ASST, AWDS, PROG-DIRECTED;PMTS TO PATIENTS & WARDS;GENERAL FUND;688,2
01.01.2021;561210;TRANSFERS & OTHER DISBURSMNTS;TAXES REMITTED TO OK TAX COMM;GENERAL FUND;822,8
01.01.2021;562120;TRANSFERS & OTHER DISBURSMNTS;TRSF TO TREASURY FUND-ONUS;AGENCY FUNDS;18702,26
01.01.2021;564110;TRANSFERS & OTHER DISBURSMNTS;MDSE-RESALE-RAW MAT.,STK/SUPP.;GENERAL FUND;1561,14
01.01.2021;512210;PERSONAL SERVICES;UNEMPLOYMENT COMPEN.-PAYROLL;GENERAL FUND;44612
01.01.2021;513300;PERSONAL SERVICES;RET.SAVINGS-DEF CONTR PLAN;GENERAL FUND;1531,05
01.01.2021;515580;PERSONAL SERVICES;BUSINESS SUPPORT SERVICES;GENERAL FUND;1520
01.01.2021;515610;PERSONAL SERVICES;BUSINESS SERVICE CENTERS;GENERAL FUND;13
01.01.2021;531230;ADMINISTRATIVE EXPENSE;ERP SYSTEM SERVICES;GENERAL FUND;154
01.01.2021;532160;ADMINISTRATIVE EXPENSE;RENT-ELEC DATA PROCESSING EQ.;GENERAL FUND;263,97
01.01.2021;533140;ADMINISTRATIVE EXPENSE;MTCE-REP.-DP EQUIP-VENDOR;GENERAL FUND;23,59
01.01.2021;511270;PERSONAL SERVICES;OVERTIME WAGES;GENERAL FUND;3342,1
01.01.2021;511270;PERSONAL SERVICES;OVERTIME WAGES;GENERAL FUND;11362,08
01.01.2021;511310;PERSONAL SERVICES;TERMINAL LEAVE;GENERAL FUND;1901,59
01.01.2021;511310;PERSONAL SERVICES;TERMINAL LEAVE;GENERAL FUND;287857,63
01.01.2021;511310;PERSONAL SERVICES;TERMINAL LEAVE;GENERAL FUND;1229,08
01.01.2021;513300;PERSONAL SERVICES;RET.SAVINGS-DEF CONTR PLAN;GENERAL FUND;40220,33
01.01.2021;513300;PERSONAL SERVICES;RET.SAVINGS-DEF CONTR PLAN;GENERAL FUND;40749,7
01.01.2021;513300;PERSONAL SERVICES;RET.SAVINGS-DEF CONTR PLAN;GENERAL FUND;1410,48
01.01.2021;513300;PERSONAL SERVICES;RET.SAVINGS-DEF CONTR PLAN;GENERAL FUND;718,46
01.01.2021;513300;PERSONAL SERVICES;RET.SAVINGS-DEF CONTR PLAN;GENERAL FUND;1095,63
01.01.2021;513300;PERSONAL SERVICES;RET.SAVINGS-DEF CONTR PLAN;GENERAL FUND;9354,01
01.01.2021;513300;PERSONAL SERVICES;RET.SAVINGS-DEF CONTR PLAN;GENERAL FUND;1523,07
01.01.2021;513300;PERSONAL SERVICES;RET.SAVINGS-DEF CONTR PLAN;OTHER COMPONENT UNITS;12046,29
01.01.2021;515010;PERSONAL SERVICES;OFFICES OF LAWYERS;GENERAL FUND;955702,16
01.01.2021;515010;PERSONAL SERVICES;OFFICES OF LAWYERS;GENERAL FUND;4930,85
01.01.2021;515030;PERSONAL SERVICES;OTHER LEGAL SERVICES;GENERAL FUND;167,28
01.01.2021;515240;PERSONAL SERVICES;ENGINEERING SERVICES;GENERAL FUND;1327,5
01.01.2021;515260;PERSONAL SERVICES;BUILDING INSPECTION SERVICES;GENERAL FUND;1000
01.01.2021;515400;PERSONAL SERVICES;ADMIN MGMT-GEN.MGMT CONSULTING;GENERAL FUND;59843,33
01.01.2021;515400;PERSONAL SERVICES;ADMIN MGMT-GEN.MGMT CONSULTING;OTHER COMPONENT UNITS;271495,25
01.01.2021;515440;PERSONAL SERVICES;OTHER MGMT CONSULTING SERVICES;GENERAL FUND;50883,89
01.01.2021;515560;PERSONAL SERVICES;OFFICE ADMINISTRATIVE SERVICES;OTHER COMPONENT UNITS;2396581,15
01.01.2021;515580;PERSONAL SERVICES;BUSINESS SUPPORT SERVICES;GENERAL FUND;168,32
01.01.2021;515580;PERSONAL SERVICES;BUSINESS SUPPORT SERVICES;GENERAL FUND;108
01.01.2021;515580;PERSONAL SERVICES;BUSINESS SUPPORT SERVICES;OTHER COMPONENT UNITS;5279
01.01.2021;515610;PERSONAL SERVICES;BUSINESS SERVICE CENTERS;GENERAL FUND;1224,41
01.01.2021;515610;PERSONAL SERVICES;BUSINESS SERVICE CENTERS;GENERAL FUND;80,67
01.01.2021;515610;PERSONAL SERVICES;BUSINESS SERVICE CENTERS;GENERAL FUND;46447
01.01.2021;515610;PERSONAL SERVICES;BUSINESS SERVICE CENTERS;GENERAL FUND;3857,47
01.01.2021;515610;PERSONAL SERVICES;BUSINESS SERVICE CENTERS;OTHER COMPONENT UNITS;386,1
01.01.2021;515660;PERSONAL SERVICES;EDUCATIONAL SERVICES;GENERAL FUND;689
01.01.2021;515660;PERSONAL SERVICES;EDUCATIONAL SERVICES;GENERAL FUND;12436,82
01.01.2021;515700;PERSONAL SERVICES;PHYSCIANS-EXC.MENTAL HLTH SPEC;OTHER COMPONENT UNITS;78946,28
01.01.2021;515730;PERSONAL SERVICES;CHIROPRACTORS;OTHER COMPONENT UNITS;1260
01.01.2021;515760;PERSONAL SERVICES;PHYS,OCCUP,SPEECH THERAP,AUDI;OTHER COMPONENT UNITS;1687,5
01.01.2021;515780;PERSONAL SERVICES;OTHER MISC HLTH PRACTITIONERS;GENERAL FUND;418,27
01.01.2021;521310;TRAVEL;TRAVEL REIMB.-NON-STATE EMPLS.;GENERAL FUND;65,32
01.01.2021;522150;TRAVEL;REGISTRATION - AGENCY DIRECT;GENERAL FUND;2788
01.01.2021;531120;ADMINISTRATIVE EXPENSE;POSTAGE;GENERAL FUND;100000
01.01.2021;531250;ADMINISTRATIVE EXPENSE;LICENSES, PERMITS, ETC.;GENERAL FUND;71,96
01.01.2021;531250;ADMINISTRATIVE EXPENSE;LICENSES, PERMITS, ETC.;GENERAL FUND;232,86
01.01.2021;531250;ADMINISTRATIVE EXPENSE;LICENSES, PERMITS, ETC.;OTHER COMPONENT UNITS;75
01.01.2021;531260;ADMINISTRATIVE EXPENSE;MEMBERSHIP IN ORGANIZATIONS;GENERAL FUND;-4600
01.01.2021;531310;ADMINISTRATIVE EXPENSE;PREM-PROPERTY OR LIAB.INSUR.;GENERAL FUND;1293753,29
01.01.2021;531310;ADMINISTRATIVE EXPENSE;PREM-PROPERTY OR LIAB.INSUR.;GENERAL FUND;311818,5
01.01.2021;531350;ADMINISTRATIVE EXPENSE;UTILITY CHARGE-OTHER UTILITIES;GENERAL FUND;149,46
01.01.2021;531350;ADMINISTRATIVE EXPENSE;UTILITY CHARGE-OTHER UTILITIES;GENERAL FUND;667,08
01.01.2021;531350;ADMINISTRATIVE EXPENSE;UTILITY CHARGE-OTHER UTILITIES;GENERAL FUND;121397,01
01.01.2021;531350;ADMINISTRATIVE EXPENSE;UTILITY CHARGE-OTHER UTILITIES;GENERAL FUND;97,46
01.01.2021;531360;ADMINISTRATIVE EXPENSE;UTILITY CHARGE NATURAL GAS;GENERAL FUND;39,36
01.01.2021;531360;ADMINISTRATIVE EXPENSE;UTILITY CHARGE NATURAL GAS;GENERAL FUND;151,35
01.01.2021;531360;ADMINISTRATIVE EXPENSE;UTILITY CHARGE NATURAL GAS;GENERAL FUND;175,52
01.01.2021;531370;ADMINISTRATIVE EXPENSE;UTILITY CHARGE-ELECTRICTIY;GENERAL FUND;230093,72
01.01.2021;531370;ADMINISTRATIVE EXPENSE;UTILITY CHARGE-ELECTRICTIY;GENERAL FUND;4786,44
01.01.2021;531370;ADMINISTRATIVE EXPENSE;UTILITY CHARGE-ELECTRICTIY;GENERAL FUND;7052,75
01.01.2021;531370;ADMINISTRATIVE EXPENSE;UTILITY CHARGE-ELECTRICTIY;GENERAL FUND;1332,74
01.01.2021;531390;ADMINISTRATIVE EXPENSE;PHOTOGRAPHIC SUPPLIES;GENERAL FUND;798,9
01.01.2021;531420;ADMINISTRATIVE EXPENSE;TUITION-HED.COLLEGES/UNIVER.;GENERAL FUND;953,91
01.01.2021;532110;ADMINISTRATIVE EXPENSE;RENT OF OFFICE SPACE;GENERAL FUND;20569,19
01.01.2021;532141;ADMINISTRATIVE EXPENSE;RENT OF MOTOR VEHICLES;GENERAL FUND;255,28
01.01.2021;532160;ADMINISTRATIVE EXPENSE;RENT-ELEC DATA PROCESSING EQ.;GENERAL FUND;614038,5
01.01.2021;532160;ADMINISTRATIVE EXPENSE;RENT-ELEC DATA PROCESSING EQ.;GENERAL FUND;6077,46
01.01.2021;532160;ADMINISTRATIVE EXPENSE;RENT-ELEC DATA PROCESSING EQ.;GENERAL FUND;441,55
01.01.2021;532160;ADMINISTRATIVE EXPENSE;RENT-ELEC DATA PROCESSING EQ.;GENERAL FUND;292,26
01.01.2021;532160;ADMINISTRATIVE EXPENSE;RENT-ELEC DATA PROCESSING EQ.;GENERAL FUND;14694,15
01.01.2021;532160;ADMINISTRATIVE EXPENSE;RENT-ELEC DATA PROCESSING EQ.;GENERAL FUND;135,01
01.01.2021;532160;ADMINISTRATIVE EXPENSE;RENT-ELEC DATA PROCESSING EQ.;GENERAL FUND;194,73
01.01.2021;532160;ADMINISTRATIVE EXPENSE;RENT-ELEC DATA PROCESSING EQ.;OTHER COMPONENT UNITS;7777,51
01.01.2021;533110;ADMINISTRATIVE EXPENSE;MTCE-REP.-BLDGS-GRNDS-VENDOR;GENERAL FUND;108481,64
01.01.2021;533110;ADMINISTRATIVE EXPENSE;MTCE-REP.-BLDGS-GRNDS-VENDOR;GENERAL FUND;5275
01.01.2021;533110;ADMINISTRATIVE EXPENSE;MTCE-REP.-BLDGS-GRNDS-VENDOR;GENERAL FUND;1047,81
01.01.2021;533110;ADMINISTRATIVE EXPENSE;MTCE-REP.-BLDGS-GRNDS-VENDOR;GENERAL FUND;24883,4
01.01.2021;533110;ADMINISTRATIVE EXPENSE;MTCE-REP.-BLDGS-GRNDS-VENDOR;GENERAL FUND;2908,28
01.01.2021;533120;ADMINISTRATIVE EXPENSE;MTCE-REP.-EQUIPMENT-VENDORS;GENERAL FUND;9698,51
01.01.2021;533120;ADMINISTRATIVE EXPENSE;MTCE-REP.-EQUIPMENT-VENDORS;GENERAL FUND;936,44
01.01.2021;533120;ADMINISTRATIVE EXPENSE;MTCE-REP.-EQUIPMENT-VENDORS;GENERAL FUND;27797,4
01.01.2021;533130;ADMINISTRATIVE EXPENSE;MTCE-REP.-TEL.EQUIP-VENDOR;GENERAL FUND;572
01.01.2021;533130;ADMINISTRATIVE EXPENSE;MTCE-REP.-TEL.EQUIP-VENDOR;GENERAL FUND;165979,25
01.01.2021;533140;ADMINISTRATIVE EXPENSE;MTCE-REP.-DP EQUIP-VENDOR;GENERAL FUND;954,5
01.01.2021;533140;ADMINISTRATIVE EXPENSE;MTCE-REP.-DP EQUIP-VENDOR;GENERAL FUND;1674,2
01.01.2021;533140;ADMINISTRATIVE EXPENSE;MTCE-REP.-DP EQUIP-VENDOR;GENERAL FUND;43556
01.01.2021;533140;ADMINISTRATIVE EXPENSE;MTCE-REP.-DP EQUIP-VENDOR;GENERAL FUND;41,91
01.01.2021;533140;ADMINISTRATIVE EXPENSE;MTCE-REP.-DP EQUIP-VENDOR;GENERAL FUND;3736,3
01.01.2021;533140;ADMINISTRATIVE EXPENSE;MTCE-REP.-DP EQUIP-VENDOR;GENERAL FUND;31,91
01.01.2021;533140;ADMINISTRATIVE EXPENSE;MTCE-REP.-DP EQUIP-VENDOR;GENERAL FUND;46054
01.01.2021;533140;ADMINISTRATIVE EXPENSE;MTCE-REP.-DP EQUIP-VENDOR;OTHER COMPONENT UNITS;240,5
01.01.2021;533210;ADMINISTRATIVE EXPENSE;MTCE-REP.-BLDGS-GRNDS IN-HOUSE;GENERAL FUND;29202,26
01.01.2021;533210;ADMINISTRATIVE EXPENSE;MTCE-REP.-BLDGS-GRNDS IN-HOUSE;GENERAL FUND;112575
01.01.2021;533210;ADMINISTRATIVE EXPENSE;MTCE-REP.-BLDGS-GRNDS IN-HOUSE;GENERAL FUND;308,41
01.01.2021;533220;ADMINISTRATIVE EXPENSE;MTCE-REP.-NON-MV EQ. IN-HOUSE;GENERAL FUND;302,64
01.01.2021;533220;ADMINISTRATIVE EXPENSE;MTCE-REP.-NON-MV EQ. IN-HOUSE;GENERAL FUND;175,23
01.01.2021;534260;ADMINISTRATIVE EXPENSE;MEDICAL SUPPLIES AND MATERIALS;GENERAL FUND;9192,75
01.01.2021;534260;ADMINISTRATIVE EXPENSE;MEDICAL SUPPLIES AND MATERIALS;GENERAL FUND;368,92
01.01.2021;535180;ADMINISTRATIVE EXPENSE;SAFETY AND SECURITY SUPPLIES;GENERAL FUND;6305,77
01.01.2021;536130;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES NON-EXPENDABLE;GENERAL FUND;39730,36
01.01.2021;536130;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES NON-EXPENDABLE;GENERAL FUND;4396,79
01.01.2021;536130;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES NON-EXPENDABLE;GENERAL FUND;35
01.01.2021;536130;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES NON-EXPENDABLE;OTHER COMPONENT UNITS;4799
01.01.2021;536140;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES (EXPENDABLE);GENERAL FUND;9180,28
01.01.2021;536140;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES (EXPENDABLE);GENERAL FUND;10695,68
01.01.2021;536140;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES (EXPENDABLE);GENERAL FUND;34,25
01.01.2021;536140;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES (EXPENDABLE);GENERAL FUND;1564,4
01.01.2021;536140;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES (EXPENDABLE);GENERAL FUND;27820
01.01.2021;536190;ADMINISTRATIVE EXPENSE;EDUCATIONAL SUPPLIES;GENERAL FUND;5334,21
01.01.2021;541110;PROP,FURN,EQUIP & RELATED DEBT;OFFICE FURNITURE & EQUIPMENT;GENERAL FUND;4861,05
01.01.2021;542120;PROP,FURN,EQUIP & RELATED DEBT;LIBRARY RESOURCES-TEXTBOOKS;OTHER COMPONENT UNITS;657,8
01.01.2021;548110;PROP,FURN,EQUIP & RELATED DEBT;PRINCIPAL PAYMENTS-BOND DEBT;GENERAL FUND;104166,67
01.01.2021;548120;PROP,FURN,EQUIP & RELATED DEBT;INTEREST PAYMENTS-BOND DEBT;GENERAL FUND;92483,33
01.01.2021;548130;PROP,FURN,EQUIP & RELATED DEBT;OTHER EXPENSES-BOND DEBT;GENERAL FUND;2954,74
01.01.2021;554230;GEN ASST, AWDS, PROG-DIRECTED;REIMBURSEMENT & REPAYMENT -OTH;GENERAL FUND;175
01.01.2021;561180;TRANSFERS & OTHER DISBURSMNTS;TAXES,FEES-REMIT.TO FED GOV;OTHER COMPONENT UNITS;468652,23
01.01.2021;561210;TRANSFERS & OTHER DISBURSMNTS;TAXES REMITTED TO OK TAX COMM;GENERAL FUND;162506,25
01.01.2021;564110;TRANSFERS & OTHER DISBURSMNTS;MDSE-RESALE-RAW MAT.,STK/SUPP.;GENERAL FUND;282531,92
01.01.2021;564110;TRANSFERS & OTHER DISBURSMNTS;MDSE-RESALE-RAW MAT.,STK/SUPP.;GENERAL FUND;46583,23
01.01.2021;511310;PERSONAL SERVICES;TERMINAL LEAVE;GENERAL FUND;12600,45
01.01.2021;512210;PERSONAL SERVICES;UNEMPLOYMENT COMPEN.-PAYROLL;GENERAL FUND;863,69
01.01.2021;513300;PERSONAL SERVICES;RET.SAVINGS-DEF CONTR PLAN;GENERAL FUND;21847,3
01.01.2021;515010;PERSONAL SERVICES;OFFICES OF LAWYERS;GENERAL FUND;2900,64
01.01.2021;515580;PERSONAL SERVICES;BUSINESS SUPPORT SERVICES;GENERAL FUND;3940
01.01.2021;515600;PERSONAL SERVICES;TELEPHONE CALL CENTERS;GENERAL FUND;9894,92
01.01.2021;515610;PERSONAL SERVICES;BUSINESS SERVICE CENTERS;GENERAL FUND;967,39
01.01.2021;515780;PERSONAL SERVICES;OTHER MISC HLTH PRACTITIONERS;GENERAL FUND;148
01.01.2021;515820;PERSONAL SERVICES;MEDICAL & DIAGNOSTIC LABS;GENERAL FUND;450
01.01.2021;531230;ADMINISTRATIVE EXPENSE;ERP SYSTEM SERVICES;GENERAL FUND;929,5
01.01.2021;531250;ADMINISTRATIVE EXPENSE;LICENSES, PERMITS, ETC.;GENERAL FUND;400
01.01.2021;531350;ADMINISTRATIVE EXPENSE;UTILITY CHARGE-OTHER UTILITIES;GENERAL FUND;27,68
01.01.2021;531360;ADMINISTRATIVE EXPENSE;UTILITY CHARGE NATURAL GAS;GENERAL FUND;183,36
01.01.2021;531370;ADMINISTRATIVE EXPENSE;UTILITY CHARGE-ELECTRICTIY;GENERAL FUND;9473,54
01.01.2021;532110;ADMINISTRATIVE EXPENSE;RENT OF OFFICE SPACE;GENERAL FUND;161450,17
01.01.2021;532160;ADMINISTRATIVE EXPENSE;RENT-ELEC DATA PROCESSING EQ.;GENERAL FUND;3587,06
01.01.2021;533110;ADMINISTRATIVE EXPENSE;MTCE-REP.-BLDGS-GRNDS-VENDOR;GENERAL FUND;5111,68
01.01.2021;533120;ADMINISTRATIVE EXPENSE;MTCE-REP.-EQUIPMENT-VENDORS;GENERAL FUND;164204,8
01.01.2021;533140;ADMINISTRATIVE EXPENSE;MTCE-REP.-DP EQUIP-VENDOR;GENERAL FUND;1252,93
01.01.2021;534260;ADMINISTRATIVE EXPENSE;MEDICAL SUPPLIES AND MATERIALS;GENERAL FUND;7317,26
01.01.2021;535120;ADMINISTRATIVE EXPENSE;UNIFORM,CLOTHING,ACCESSORIES;GENERAL FUND;453,75
01.01.2021;536130;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES NON-EXPENDABLE;GENERAL FUND;288,53
01.01.2021;536140;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES (EXPENDABLE);GENERAL FUND;623,81
01.01.2021;537190;ADMINISTRATIVE EXPENSE;LAB,MEDICAL SUPPLIES-MATERIALS;GENERAL FUND;8135,85
01.01.2021;537210;ADMINISTRATIVE EXPENSE;LABORATORY SERVICES;GENERAL FUND;1636,6
01.01.2021;542120;PROP,FURN,EQUIP & RELATED DEBT;LIBRARY RESOURCES-TEXTBOOKS;GENERAL FUND;651,27
01.01.2021;511310;PERSONAL SERVICES;TERMINAL LEAVE;GENERAL FUND;6443,17
01.01.2021;512210;PERSONAL SERVICES;UNEMPLOYMENT COMPEN.-PAYROLL;GENERAL FUND;319,03
01.01.2021;513300;PERSONAL SERVICES;RET.SAVINGS-DEF CONTR PLAN;GENERAL FUND;42408,68
01.01.2021;515010;PERSONAL SERVICES;OFFICES OF LAWYERS;GENERAL FUND;34060,3
01.01.2021;522150;TRAVEL;REGISTRATION - AGENCY DIRECT;GENERAL FUND;500
01.01.2021;531120;ADMINISTRATIVE EXPENSE;POSTAGE;GENERAL FUND;10000
01.01.2021;531260;ADMINISTRATIVE EXPENSE;MEMBERSHIP IN ORGANIZATIONS;GENERAL FUND;219
01.01.2021;531600;ADMINISTRATIVE EXPENSE;MISC.ADMINISTRATIVE FEE;GENERAL FUND;2057,3
01.01.2021;532140;ADMINISTRATIVE EXPENSE;RENT-EQUIPMENT AND MACHINERY;GENERAL FUND;75
01.01.2021;533110;ADMINISTRATIVE EXPENSE;MTCE-REP.-BLDGS-GRNDS-VENDOR;GENERAL FUND;80,54
01.01.2021;533130;ADMINISTRATIVE EXPENSE;MTCE-REP.-TEL.EQUIP-VENDOR;GENERAL FUND;1361,81
01.01.2021;533140;ADMINISTRATIVE EXPENSE;MTCE-REP.-DP EQUIP-VENDOR;GENERAL FUND;590,56
01.01.2021;536130;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES NON-EXPENDABLE;GENERAL FUND;23,98
01.01.2021;536140;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES (EXPENDABLE);GENERAL FUND;5215,16
01.01.2021;541110;PROP,FURN,EQUIP & RELATED DEBT;OFFICE FURNITURE & EQUIPMENT;GENERAL FUND;12748,22
01.01.2021;543120;PROP,FURN,EQUIP & RELATED DEBT;LEASE PURCHASE-DP EQUIPMENT;GENERAL FUND;3649,28
01.01.2021;513300;PERSONAL SERVICES;RET.SAVINGS-DEF CONTR PLAN;OTHER COMPONENT UNITS;476,14
01.01.2021;515010;PERSONAL SERVICES;OFFICES OF LAWYERS;OTHER COMPONENT UNITS;4891,74
01.01.2021;515560;PERSONAL SERVICES;OFFICE ADMINISTRATIVE SERVICES;OTHER COMPONENT UNITS;210
01.01.2021;531230;ADMINISTRATIVE EXPENSE;ERP SYSTEM SERVICES;OTHER COMPONENT UNITS;55
01.01.2021;531600;ADMINISTRATIVE EXPENSE;MISC.ADMINISTRATIVE FEE;OTHER COMPONENT UNITS;45
01.01.2021;513300;PERSONAL SERVICES;RET.SAVINGS-DEF CONTR PLAN;PENSION TRUST FUNDS;558,92
01.01.2021;515010;PERSONAL SERVICES;OFFICES OF LAWYERS;PENSION TRUST FUNDS;5583,5
01.01.2021;515400;PERSONAL SERVICES;ADMIN MGMT-GEN.MGMT CONSULTING;PENSION TRUST FUNDS;115180,6
01.01.2021;515440;PERSONAL SERVICES;OTHER MGMT CONSULTING SERVICES;PENSION TRUST FUNDS;15,34
01.01.2021;515560;PERSONAL SERVICES;OFFICE ADMINISTRATIVE SERVICES;PENSION TRUST FUNDS;210
01.01.2021;515580;PERSONAL SERVICES;BUSINESS SUPPORT SERVICES;PENSION TRUST FUNDS;133,2
01.01.2021;515700;PERSONAL SERVICES;PHYSCIANS-EXC.MENTAL HLTH SPEC;PENSION TRUST FUNDS;3100
01.01.2021;515710;PERSONAL SERVICES;PHYSICIANS, MENTAL HLTH SPEC;PENSION TRUST FUNDS;1360
01.01.2021;521310;TRAVEL;TRAVEL REIMB.-NON-STATE EMPLS.;PENSION TRUST FUNDS;357
01.01.2021;531120;ADMINISTRATIVE EXPENSE;POSTAGE;PENSION TRUST FUNDS;3004,97
01.01.2021;531230;ADMINISTRATIVE EXPENSE;ERP SYSTEM SERVICES;PENSION TRUST FUNDS;192,5
01.01.2021;532110;ADMINISTRATIVE EXPENSE;RENT OF OFFICE SPACE;PENSION TRUST FUNDS;3180,94
01.01.2021;532140;ADMINISTRATIVE EXPENSE;RENT-EQUIPMENT AND MACHINERY;PENSION TRUST FUNDS;44688
01.01.2021;532160;ADMINISTRATIVE EXPENSE;RENT-ELEC DATA PROCESSING EQ.;PENSION TRUST FUNDS;181,22
01.01.2021;533120;ADMINISTRATIVE EXPENSE;MTCE-REP.-EQUIPMENT-VENDORS;PENSION TRUST FUNDS;299,96
01.01.2021;533140;ADMINISTRATIVE EXPENSE;MTCE-REP.-DP EQUIP-VENDOR;PENSION TRUST FUNDS;655,18
01.01.2021;536130;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES NON-EXPENDABLE;PENSION TRUST FUNDS;1048,87
01.01.2021;536140;ADMINISTRATIVE EXPENSE;OFFICE SUPPLIES (EXPENDABLE);PENSION TRUST FUNDS;70,38
01.01.2021;541110;PROP,FURN,EQUIP & RELATED DEBT;OFFICE FURNITURE & EQUIPMENT;PENSION TRUST FUNDS;7539,6
01.01.2021;513300;PERSONAL SERVICES;RET.SAVINGS-DEF CONTR PLAN;PENSION TRUST FUNDS;5559,64
01.01.2021;515010;PERSONAL SERVICES;OFFICES OF LAWYERS;PENSION TRUST FUNDS;2371,5
01.01.2021;515400;PERSONAL SERVICES;ADMIN MGMT-GEN.MGMT CONSULTING;PENSION TRUST FUNDS;79404,17
01.01.2021;515540;PERSONAL SERVICES;OTHER PROF, SC. & TECH.SVC;PENSION TRUST FUNDS;250
01.01.2021;515560;PERSONAL SERVICES;OFFICE ADMINISTRATIVE SERVICES;PENSION TRUST FUNDS;56,62
01.01.2021;515580;PERSONAL SERVICES;BUSINESS SUPPORT SERVICES;PENSION TRUST FUNDS;176,64
01.01.2021;515610;PERSONAL SERVICES;BUSINESS SERVICE CENTERS;PENSION TRUST FUNDS;1080,23
01.01.2021;515660;PERSONAL SERVICES;EDUCATIONAL SERVICES;PENSION TRUST FUNDS;250
01.01.2021;531120;ADMINISTRATIVE EXPENSE;POSTAGE;PENSION TRUST FUNDS;55
01.01.2021;531230;ADMINISTRATIVE EXPENSE;ERP SYSTEM SERVICES;PENSION TRUST FUNDS;638
01.01.2021;531600;ADMINISTRATIVE EXPENSE;MISC.ADMINISTRATIVE FEE;PENSION TRUST FUNDS;155696,27
01.01.2021;532110;ADMINISTRATIVE EXPENSE;RENT OF OFFICE SPACE;PENSION TRUST FUNDS;43289,3
