-------------------------------------
|Feldname     |Von       |Bis       |
|-----------------------------------|
|Buchungsdatum|01.01.2022|31.12.2022|
|Geschäftsjahr|2022      |          |
|Kostenart    |ITC-IT    |          |
|Kostenstelle |10        |          |
|Periode von  |1         |16        |
|Version      |0         |          |
|Werttyp      |4         |          |
|Werttyp      |11        |          |
-------------------------------------
Anzeigevariante           ITC02      IT-Controlling Standard
Kostenstelle              131203...  Oellerich/ZN 2797...
K.Währung                 EUR        Euro

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|   Jahr|Kostenstelle      |Kostenart          |Kostenartenbezeichn.    |Buchungsdatum  |              Wert/KWähr|Bezeichnung                                                                                                |Bestelltext                                                                                                   |Objektbezeichnung   |Partner-Kstl         |Einkaufsbeleg    |Konto Gegenbuchung      |RefBelegnr|
|2022   |9292108           |691120             |DV u. Org. Aufwand      |09.02.2022     |                  72,69 |Olympus Netzteil F-5AC                                                                                     |Olympus Netzteil F-5AC                                                                                        |SAPV Spez. amb. Pall|                     |4501802370       |325000                  |5000099816|
|2022   |9292047           |691120             |DV u. Org. Aufwand      |27.01.2022     |                  20,05 |USB MEMORY-STICK 64 GB (USB 3.0)                                                                           |                                                                                                              |PSY POLIKLINIK UBFT |                     |                 |109600                  |4900052527|
|2022   |9291092           |691120             |DV u. Org. Aufwand      |21.01.2022     |                   3,58 |USB VERLÄNGERUNG (STECK.A>BUCH.A) 1,8 M                                                                    |                                                                                                              |KIND POLIKLINIK     |                     |                 |109600                  |4900040233|
|2022   |9290146           |691120             |DV u. Org. Aufwand      |24.02.2022     |                  20,83 |Druckerreparatur                                                                                           |Druckerreparatur                                                                                              |INA 0146            |                     |4501805039       |102764                  |512012131 |
|2022   |9290146           |691120             |DV u. Org. Aufwand      |14.01.2022     |                  74,85 |KVM 2 PORT USB DISPLAYPORT CS22DP-AT                                                                       |                                                                                                              |INA 0146            |                     |                 |109600                  |4900025167|
|2022   |9290146           |691120             |DV u. Org. Aufwand      |01.03.2022     |                 204,68 |KYOCERA LASERDRUCKER P 2040 DN                                                                             |KYOCERA LASERDRUCKER P 2040 DN                                                                                |INA 0146            |                     |4501802802       |325000                  |5000151885|
|2022   |9290146           |691120             |DV u. Org. Aufwand      |01.03.2022     |                   6,14-|KYOCERA LASERDRUCKER P 2040 DN                                                                             |KYOCERA LASERDRUCKER P 2040 DN                                                                                |INA 0146            |                     |4501802802       |325000                  |512013470 |
|2022   |9290146           |691120             |DV u. Org. Aufwand      |01.02.2022     |                  35,54 |MAUS F.PC, OPTISCH KABELL. LOGITECH M545                                                                   |                                                                                                              |INA 0146            |                     |                 |109600                  |4900060527|
|2022   |9290146           |691120             |DV u. Org. Aufwand      |08.02.2022     |                  34,68 |RFID Kartenleser ACR122U                                                                                   |                                                                                                              |INA 0146            |                     |                 |109600                  |4900082478|
|2022   |9290146           |691120             |DV u. Org. Aufwand      |11.02.2022     |                  13,37 |USB MEMORY-STICK 64 GB (USB 3.0)                                                                           |                                                                                                              |INA 0146            |                     |                 |109600                  |4900089069|
|2022   |9290145           |691120             |DV u. Org. Aufwand      |21.02.2022     |                 164,33 |MOUSE ACTIVE KEY AK-PMH1, WEIß                                                                             |MOUSE ACTIVE KEY AK-PMH1, WEIß                                                                                |CUOP NOTFALLAMBULANZ|                     |4501805121       |325000                  |5000127369|
|2022   |9290124           |691120             |DV u. Org. Aufwand      |14.01.2022     |                  74,85 |KVM 2 PORT USB DISPLAYPORT CS22DP-AT                                                                       |                                                                                                              |NUC POLIKLINIK      |                     |                 |109600                  |4900025109|
|2022   |9290124           |691120             |DV u. Org. Aufwand      |28.02.2022     |                   4,09 |PATCHKABEL CAT.7 3,0 M GRAU                                                                                |                                                                                                              |NUC POLIKLINIK      |                     |                 |109600                  |4900122262|
|2022   |9288015           |691120             |DV u. Org. Aufwand      |05.01.2022     |                 279,65 |DELL TFT-DISPLAY 27, P2722HE                                                                               |DELL TFT-DISPLAY 27, P2722HE                                                                                  |NPATH LTG/VERW.     |                     |4501772271       |325000                  |5000006007|
|2022   |9288015           |691120             |DV u. Org. Aufwand      |02.02.2022     |                   0,50 |Digitus Konverter HDMI A > VGA, Adapter                                                                    |Digitus Konverter HDMI A > VGA, Adapter                                                                       |NPATH LTG/VERW.     |                     |4501800152       |103564                  |512005100 |
|2022   |9288015           |691120             |DV u. Org. Aufwand      |02.02.2022     |                  11,90 |Digitus Konverter HDMI A > VGA, Adapter                                                                    |Digitus Konverter HDMI A > VGA, Adapter                                                                       |NPATH LTG/VERW.     |                     |4501800152       |325000                  |5000082705|
|2022   |9288015           |691120             |DV u. Org. Aufwand      |25.02.2022     |                   0,83 |i-tec Adapter USB-C                                                                                        |i-tec Adapter USB-C                                                                                           |NPATH LTG/VERW.     |                     |4501805535       |103564                  |512012348 |
|2022   |9288015           |691120             |DV u. Org. Aufwand      |24.02.2022     |                  38,98 |i-tec Adapter USB-C                                                                                        |i-tec Adapter USB-C                                                                                           |NPATH LTG/VERW.     |                     |4501805535       |325000                  |5000141313|
|2022   |9288015           |691120             |DV u. Org. Aufwand      |02.02.2022     |                   0,78 |i-tec Adapterkabel USB-C > HDMI 4K / 60H                                                                   |i-tec Adapterkabel USB-C > HDMI 4K / 60H                                                                      |NPATH LTG/VERW.     |                     |4501800152       |103564                  |512005100 |
|2022   |9288015           |691120             |DV u. Org. Aufwand      |02.02.2022     |                  18,56 |i-tec Adapterkabel USB-C > HDMI 4K / 60H                                                                   |i-tec Adapterkabel USB-C > HDMI 4K / 60H                                                                      |NPATH LTG/VERW.     |                     |4501800152       |325000                  |5000082705|
|2022   |9288015           |691120             |DV u. Org. Aufwand      |02.02.2022     |                   0,50 |i-tec Metal HUB 4 Port                                                                                     |i-tec Metal HUB 4 Port                                                                                        |NPATH LTG/VERW.     |                     |4501800152       |103564                  |512005100 |
|2022   |9288015           |691120             |DV u. Org. Aufwand      |02.02.2022     |                  12,02 |i-tec Metal HUB 4 Port                                                                                     |i-tec Metal HUB 4 Port                                                                                        |NPATH LTG/VERW.     |                     |4501800152       |325000                  |5000082705|
|2022   |9288015           |691120             |DV u. Org. Aufwand      |02.02.2022     |                   0,56 |i-tec USB-C Slim Passive HUB 4 Port, USB                                                                   |i-tec USB-C Slim Passive HUB 4 Port, USB                                                                      |NPATH LTG/VERW.     |                     |4501800152       |103564                  |512005100 |
|2022   |9288015           |691120             |DV u. Org. Aufwand      |02.02.2022     |                  13,29 |i-tec USB-C Slim Passive HUB 4 Port, USB                                                                   |i-tec USB-C Slim Passive HUB 4 Port, USB                                                                      |NPATH LTG/VERW.     |                     |4501800152       |325000                  |5000082705|
|2022   |9288015           |691120             |DV u. Org. Aufwand      |04.02.2022     |                  74,97 |Logitech G413 mechanische Gaming-Tastatu                                                                   |Logitech G413 mechanische Gaming-Tastatu                                                                      |NPATH LTG/VERW.     |                     |4501800152       |325000                  |5000089746|
|2022   |9288015           |691120             |DV u. Org. Aufwand      |04.02.2022     |                  71,40 |Logitech HD Pro Webcam C920                                                                                |Logitech HD Pro Webcam C920                                                                                   |NPATH LTG/VERW.     |                     |4501800152       |325000                  |5000089746|
|2022   |9288015           |691120             |DV u. Org. Aufwand      |14.01.2022     |                 331,58 |Samsung 870 EVO 500 GB, SSD                                                                                |Samsung 870 EVO 500 GB, SSD                                                                                   |NPATH LTG/VERW.     |                     |4501795629       |325000                  |5000033078|
|2022   |9288015           |691120             |DV u. Org. Aufwand      |17.01.2022     |                   6,99 |Samsung 870 EVO 500 GB, SSD                                                                                |Samsung 870 EVO 500 GB, SSD                                                                                   |NPATH LTG/VERW.     |                     |4501795629       |103564                  |512001134 |
|2022   |9288015           |691120             |DV u. Org. Aufwand      |17.02.2022     |                  74,99-|Satechi USB-C Multi-Port Hub 4K                                                                            |Satechi USB-C Multi-Port Hub 4K                                                                               |NPATH LTG/VERW.     |                     |4501795463       |325000                  |5000119869|
|2022   |9288015           |691120             |DV u. Org. Aufwand      |17.02.2022     |                  69,64 |Satechi USB-C Multi-Port Hub 4K                                                                            |Satechi USB-C Multi-Port Hub 4K                                                                               |NPATH LTG/VERW.     |                     |4501795463       |325000                  |5000119870|
|2022   |9288015           |691120             |DV u. Org. Aufwand      |24.01.2022     |                  74,99 |Satechi USB-C Multi-Port Hub 4K                                                                            |Satechi USB-C Multi-Port Hub 4K                                                                               |NPATH LTG/VERW.     |                     |4501795463       |325000                  |5000055310|
|2022   |9288015           |691120             |DV u. Org. Aufwand      |17.02.2022     |                   1,57 |Satechi USB-C Multi-Port Hub 4K                                                                            |Satechi USB-C Multi-Port Hub 4K                                                                               |NPATH LTG/VERW.     |                     |4501795463       |111393                  |512010218 |
|2022   |9288015           |691120             |DV u. Org. Aufwand      |02.02.2022     |                   0,15 |Sharkoon Kabel HDMI Stecker > HDMI Steck                                                                   |Sharkoon Kabel HDMI Stecker > HDMI Steck                                                                      |NPATH LTG/VERW.     |                     |4501800152       |103564                  |512005100 |
|2022   |9288015           |691120             |DV u. Org. Aufwand      |02.02.2022     |                   3,57 |Sharkoon Kabel HDMI Stecker > HDMI Steck                                                                   |Sharkoon Kabel HDMI Stecker > HDMI Steck                                                                      |NPATH LTG/VERW.     |                     |4501800152       |325000                  |5000082705|
|2022   |9288015           |691120             |DV u. Org. Aufwand      |17.02.2022     |                 199,90-|Synology DiskStation DS220j                                                                                |Synology DiskStation DS220j                                                                                   |NPATH LTG/VERW.     |                     |4501795463       |325000                  |5000119869|
|2022   |9288015           |691120             |DV u. Org. Aufwand      |17.02.2022     |                 194,45 |Synology DiskStation DS220j                                                                                |Synology DiskStation DS220j                                                                                   |NPATH LTG/VERW.     |                     |4501795463       |325000                  |5000119870|
|2022   |9288015           |691120             |DV u. Org. Aufwand      |24.01.2022     |                 199,90 |Synology DiskStation DS220j                                                                                |Synology DiskStation DS220j                                                                                   |NPATH LTG/VERW.     |                     |4501795463       |325000                  |5000055310|
|2022   |9288015           |691120             |DV u. Org. Aufwand      |17.02.2022     |                   4,38 |Synology DiskStation DS220j                                                                                |Synology DiskStation DS220j                                                                                   |NPATH LTG/VERW.     |                     |4501795463       |111393                  |512010218 |
|2022   |9288015           |691120             |DV u. Org. Aufwand      |28.02.2022     |                 163,03 |Toshiba Canvio Basics 4 TB, Externe Fest                                                                   |Toshiba Canvio Basics 4 TB, Externe Fest                                                                      |NPATH LTG/VERW.     |                     |4501805535       |325000                  |5000147204|
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Anzeigevariante           ITC02      IT-Controlling Standard
Kostenstelle              131203...  Oellerich/ZN 2797...
K.Währung                 EUR        Euro

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|   Jahr|Kostenstelle      |Kostenart          |Kostenartenbezeichn.    |Buchungsdatum  |              Wert/KWähr|Bezeichnung                                                                                                |Bestelltext                                                                                                   |Objektbezeichnung   |Partner-Kstl         |Einkaufsbeleg    |Konto Gegenbuchung      |RefBelegnr|
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
|2022   |9288015           |691120             |DV u. Org. Aufwand      |04.01.2022     |                  15,32 |VERBATIM CD-RW 80 REWRITABLE 700 MB                                                                        |                                                                                                              |NPATH LTG/VERW.     |                     |                 |109600                  |4900002520|
|2022   |9288015           |691120             |DV u. Org. Aufwand      |25.02.2022     |                   0,73 |Verbatim USB-C Multiport-Hub                                                                               |Verbatim USB-C Multiport-Hub                                                                                  |NPATH LTG/VERW.     |                     |4501805535       |103564                  |512012348 |
|2022   |9288015           |691120             |DV u. Org. Aufwand      |24.02.2022     |                  35,11 |Verbatim USB-C Multiport-Hub                                                                               |Verbatim USB-C Multiport-Hub                                                                                  |NPATH LTG/VERW.     |                     |4501805535       |325000                  |5000141313|
|2022   |9288015           |691120             |DV u. Org. Aufwand      |26.01.2022     |                 174,45 |WD Elements 8 TB, Externe Festplatte                                                                       |WD Elements 8 TB, Externe Festplatte                                                                          |NPATH LTG/VERW.     |                     |4501798322       |325000                  |5000064698|
|2022   |9288015           |691120             |DV u. Org. Aufwand      |28.01.2022     |                   5,12 |WD Elements 8 TB, Externe Festplatte                                                                       |WD Elements 8 TB, Externe Festplatte                                                                          |NPATH LTG/VERW.     |                     |4501798322       |103564                  |512003809 |
|2022   |9282083           |691120             |DV u. Org. Aufwand      |22.02.2022     |                  45,95 |Kensington Laptop Schloss                                                                                  |Kensington Laptop Schloss                                                                                     |Molekulare Patholog.|                     |4501804196       |325000                  |5000132112|
|2022   |9282083           |691120             |DV u. Org. Aufwand      |22.02.2022     |                   0,80 |Kensington Laptop Schloss                                                                                  |Kensington Laptop Schloss                                                                                     |Molekulare Patholog.|                     |4501804196       |103556                  |512011480 |
|2022   |9282079           |691120             |DV u. Org. Aufwand      |18.01.2022     |                 503,70 |DELL Monitor 24 Zoll S2422HZ                                                                               |DELL Monitor 24 Zoll S2422HZ                                                                                  |PATH. LTG/VERW.     |                     |4501795396       |325000                  |5000037368|
|2022   |9282079           |691120             |DV u. Org. Aufwand      |14.02.2022     |                 503,70 |DELL Monitor S2422HZ                                                                                       |DELL Monitor S2422HZ                                                                                          |PATH. LTG/VERW.     |                     |4501801182       |325000                  |5000108017|
|2022   |9282079           |691120             |DV u. Org. Aufwand      |02.03.2022     |                 133,47 |Plantronics#– Voyager 4220#UC USB-C                                                                        |Plantronics#– Voyager 4220#UC USB-C                                                                           |PATH. LTG/VERW.     |                     |4501806891       |325000                  |5000155439|
|2022   |9282079           |691120             |DV u. Org. Aufwand      |02.03.2022     |                   0,01-|Plantronics#– Voyager 4220#UC USB-C                                                                        |Plantronics#– Voyager 4220#UC USB-C                                                                           |PATH. LTG/VERW.     |                     |4501806891       |325000                  |512014009 |
|2022   |9274801           |691120             |DV u. Org. Aufwand      |28.01.2022     |                 409,36 |KYOCERA LASERDRUCKER P 2040 DN                                                                             |KYOCERA LASERDRUCKER P 2040 DN                                                                                |MVZ Humangenetik    |                     |4501793356       |325000                  |5000070860|
|2022   |9274801           |691120             |DV u. Org. Aufwand      |31.01.2022     |                  12,28-|KYOCERA LASERDRUCKER P 2040 DN                                                                             |KYOCERA LASERDRUCKER P 2040 DN                                                                                |MVZ Humangenetik    |                     |4501793356       |325000                  |512004192 |
|2022   |9254080           |691120             |DV u. Org. Aufwand      |22.02.2022     |                  43,76 |Maus Active Key AK-PMT2                                                                                    |                                                                                                              |ANAE AUF 0141       |                     |                 |109600                  |4900110482|
|2022   |9254054           |691120             |DV u. Org. Aufwand      |18.01.2022     |                  62,65 |Aktentasche PE1520C Aktentschasche 15                                                                      |Aktentasche PE1520C Aktentschasche 15                                                                         |ANAE LTG/VERW       |                     |4501795090       |325000                  |5000037367|
|2022   |9254054           |691120             |DV u. Org. Aufwand      |04.02.2022     |                  60,56 |Europa 130W USB-C Netzadapter                                                                              |Europa 130W USB-C Netzadapter                                                                                 |ANAE LTG/VERW       |                     |4501795090       |325000                  |5000086889|
|2022   |9254054           |691120             |DV u. Org. Aufwand      |21.02.2022     |                   2,71 |LOGITECH MX VERT                                                                                           |LOGITECH MX VERT                                                                                              |ANAE LTG/VERW       |                     |4501802478       |103556                  |512011150 |
|2022   |9254054           |691120             |DV u. Org. Aufwand      |18.02.2022     |                  89,95 |LOGITECH MX VERT                                                                                           |LOGITECH MX VERT                                                                                              |ANAE LTG/VERW       |                     |4501802478       |325000                  |5000123819|
|2022   |9254054           |691120             |DV u. Org. Aufwand      |07.02.2022     |                  82,99 |Logitech MX Vertical Ergonomische Maus                                                                     |Logitech MX Vertical Ergonomische Maus                                                                        |ANAE LTG/VERW       |                     |4501801005       |325000                  |5000093161|
|2022   |9250365           |691120             |DV u. Org. Aufwand      |24.02.2022     |                  63,07 |Druckerreparatur                                                                                           |Druckerreparatur                                                                                              |Holding Verr. Amb.OP|                     |4501804030       |102764                  |512012135 |
|2022   |9250177           |691120             |DV u. Org. Aufwand      |24.01.2022     |                 116,62 |DELL ADAPTER DA310, USB-C TO HDMI/....                                                                     |DELL ADAPTER DA310, USB-C TO HDMI/....                                                                        |G3-53 MT Technik    |                     |4501796671       |325000                  |5000056580|
|2022   |9250177           |691120             |DV u. Org. Aufwand      |02.02.2022     |                 445,87 |Dell Docking Station WD19S                                                                                 |Dell Docking Station WD19S                                                                                    |G3-53 MT Technik    |                     |4501799796       |325000                  |5000082686|
|2022   |9250177           |691120             |DV u. Org. Aufwand      |24.01.2022     |                  21,42 |Dell Professional Hülle 13 (460-BCFL)                                                                      |Dell Professional Hülle 13 (460-BCFL)                                                                         |G3-53 MT Technik    |                     |4501797293       |325000                  |5000052943|
|2022   |9250177           |691120             |DV u. Org. Aufwand      |11.01.2022     |                  42,84 |Dell Professional Hülle 15                                                                                 |Dell Professional Hülle 15                                                                                    |G3-53 MT Technik    |                     |4501793773       |325000                  |5000019016|
|2022   |9250177           |691120             |DV u. Org. Aufwand      |24.01.2022     |                  27,37 |Dell USB-C-zu-Gigabit-Ethernet-Adapter                                                                     |Dell USB-C-zu-Gigabit-Ethernet-Adapter                                                                        |G3-53 MT Technik    |                     |4501797293       |325000                  |5000052943|
|2022   |9250163           |691120             |DV u. Org. Aufwand      |31.01.2022     |                  38,07 |KST 0010/9250163                                                                                           |                                                                                                              |ANAE AUFWACHRAUM    |                     |                 |                        |1366618   |
|2022   |9250160           |691120             |DV u. Org. Aufwand      |24.01.2022     |                  30,33 |Dell 3poliger 65-Watt-Netzadapter                                                                          |Dell 3poliger 65-Watt-Netzadapter                                                                             |ANAE OP             |                     |4501796851       |325000                  |5000052949|
|2022   |9250142           |691120             |DV u. Org. Aufwand      |11.01.2022     |                 838,95 |DELL TFT-DISPLAY 27, P2722HE                                                                               |DELL TFT-DISPLAY 27, P2722HE                                                                                  |OP-Management       |                     |4501772909       |325000                  |5000019012|
|2022   |9243055           |691120             |DV u. Org. Aufwand      |08.02.2022     |                 337,72 |USB Stick                                                                                                  |USB Stick                                                                                                     |Endoskopie          |                     |4501801696       |325000                  |5000096955|
|2022   |9243055           |691120             |DV u. Org. Aufwand      |09.02.2022     |                  10,13-|USB Stick                                                                                                  |USB Stick                                                                                                     |Endoskopie          |                     |4501801696       |325000                  |512007236 |
|2022   |9233047           |691120             |DV u. Org. Aufwand      |02.02.2022     |                   8,21 |CF 128 Lifecard CF Karte 128/256MB                                                                         |CF 128 Lifecard CF Karte 128/256MB                                                                            |KARD EKG+ECHOKARD.  |                     |4501797918       |101851                  |512004838 |
|2022   |9233047           |691120             |DV u. Org. Aufwand      |01.02.2022     |               1.340,42-|CF 128 Lifecard CF Karte 128/256MB                                                                         |CF 128 Lifecard CF Karte 128/256MB                                                                            |KARD EKG+ECHOKARD.  |                     |4501797918       |325000                  |5000079580|
|2022   |9233047           |691120             |DV u. Org. Aufwand      |01.02.2022     |               1.139,31 |CF 128 Lifecard CF Karte 128/256MB                                                                         |CF 128 Lifecard CF Karte 128/256MB                                                                            |KARD EKG+ECHOKARD.  |                     |4501797918       |325000                  |5000079581|
|2022   |9233047           |691120             |DV u. Org. Aufwand      |31.01.2022     |               1.340,42 |CF 128 Lifecard CF Karte 128/256MB                                                                         |CF 128 Lifecard CF Karte 128/256MB                                                                            |KARD EKG+ECHOKARD.  |                     |4501797918       |325000                  |5000072794|
|2022   |9228082           |691120             |DV u. Org. Aufwand      |28.01.2022     |                   4,17 |Logitech BRIO, Webcam                                                                                      |Logitech BRIO, Webcam                                                                                         |UMG-L Ltg./Verw.    |                     |4501798760       |103564                  |512003677 |
|2022   |9228082           |691120             |DV u. Org. Aufwand      |27.01.2022     |                 133,90 |Logitech BRIO, Webcam                                                                                      |Logitech BRIO, Webcam                                                                                         |UMG-L Ltg./Verw.    |                     |4501798760       |325000                  |5000068100|
|2022   |9228082           |691120             |DV u. Org. Aufwand      |10.02.2022     |                   0,93 |Logitech C930e, Webcam                                                                                     |Logitech C930e, Webcam                                                                                        |UMG-L Ltg./Verw.    |                     |4501802344       |103564                  |512007906 |
|2022   |9228082           |691120             |DV u. Org. Aufwand      |10.02.2022     |                  85,68 |Logitech C930e, Webcam                                                                                     |Logitech C930e, Webcam                                                                                        |UMG-L Ltg./Verw.    |                     |4501802344       |325000                  |5000104142|
|2022   |9226297           |691120             |DV u. Org. Aufwand      |26.01.2022     |                  94,15 |CPU-M100-Wagen für CPU                                                                                     |CPU-M100-Wagen für CPU                                                                                        |ÜE GMP-LABOR        |                     |4501798323       |325000                  |5000064640|
|2022   |9226297           |691120             |DV u. Org. Aufwand      |28.01.2022     |                   0,85 |CPU-M100-Wagen für CPU                                                                                     |CPU-M100-Wagen für CPU                                                                                        |ÜE GMP-LABOR        |                     |4501798323       |114408                  |512003778 |
|2022   |9226293           |691120             |DV u. Org. Aufwand      |26.01.2022     |                   5,95 |MX vertical PC- Maus , kabellos, ergonom                                                                   |MX vertical PC- Maus , kabellos, ergonom                                                                      |HLA                 |                     |4501797895       |110634                  |512002836 |
|2022   |9226293           |691120             |DV u. Org. Aufwand      |24.01.2022     |                 165,98 |MX vertical PC- Maus , kabellos, ergonom                                                                   |MX vertical PC- Maus , kabellos, ergonom                                                                      |HLA                 |                     |4501797895       |325000                  |5000055277|
|2022   |9226197           |691120             |DV u. Org. Aufwand      |03.02.2022     |                  85,68 |Dell Professional Hülle 15                                                                                 |Dell Professional Hülle 15                                                                                    |BAKTERIOLOGIE LABOR |                     |4501800161       |325000                  |5000083182|
|2022   |9226197           |691120             |DV u. Org. Aufwand      |28.02.2022     |                  20,96 |DeLOCK Adapter USB 3.1                                                                                     |DeLOCK Adapter USB 3.1                                                                                        |BAKTERIOLOGIE LABOR |                     |4501805535       |325000                  |5000147204|
|2022   |9226197           |691120             |DV u. Org. Aufwand      |25.02.2022     |                   0,30 |DeLOCK Adapter USB-C 2.0                                                                                   |DeLOCK Adapter USB-C 2.0                                                                                      |BAKTERIOLOGIE LABOR |                     |4501805535       |103564                  |512012348 |
|2022   |9226197           |691120             |DV u. Org. Aufwand      |24.02.2022     |                  13,92 |DeLOCK Adapter USB-C 2.0                                                                                   |DeLOCK Adapter USB-C 2.0                                                                                      |BAKTERIOLOGIE LABOR |                     |4501805535       |325000                  |5000141313|
|2022   |9226197           |691120             |DV u. Org. Aufwand      |23.02.2022     |                   0,79 |Digitus Gigabit-Ethernet USB-3.0-Adapter                                                                   |Digitus Gigabit-Ethernet USB-3.0-Adapter                                                                      |BAKTERIOLOGIE LABOR |                     |4501805112       |103564                  |512011634 |
|2022   |9226197           |691120             |DV u. Org. Aufwand      |22.02.2022     |                  59,98 |Digitus Gigabit-Ethernet USB-3.0-Adapter                                                                   |Digitus Gigabit-Ethernet USB-3.0-Adapter                                                                      |BAKTERIOLOGIE LABOR |                     |4501805112       |325000                  |5000134365|
|2022   |9226197           |691120             |DV u. Org. Aufwand      |02.03.2022     |                  35,43 |Fintie Tastatur Hülle für iPad 10.2 Zoll                                                                   |Fintie Tastatur Hülle für iPad 10.2 Zoll                                                                      |BAKTERIOLOGIE LABOR |                     |4501806824       |118434                  |512013822 |
|2022   |9226197           |691120             |DV u. Org. Aufwand      |01.03.2022     |                 221,91-|Fintie Tastatur Hülle für iPad 10.2 Zoll                                                                   |Fintie Tastatur Hülle für iPad 10.2 Zoll                                                                      |BAKTERIOLOGIE LABOR |                     |4501806824       |325000                  |5000153129|
|2022   |9226197           |691120             |DV u. Org. Aufwand      |28.02.2022     |                 221,91 |Fintie Tastatur Hülle für iPad 10.2 Zoll                                                                   |Fintie Tastatur Hülle für iPad 10.2 Zoll                                                                      |BAKTERIOLOGIE LABOR |                     |4501806824       |325000                  |5000148885|
|2022   |9226197           |691120             |DV u. Org. Aufwand      |01.03.2022     |                 186,48 |Fintie Tastatur Hülle für iPad 10.2 Zoll                                                                   |Fintie Tastatur Hülle für iPad 10.2 Zoll                                                                      |BAKTERIOLOGIE LABOR |                     |4501806824       |325000                  |5000153138|
|2022   |9226197           |691120             |DV u. Org. Aufwand      |25.02.2022     |                   0,30 |goobay USB-C USB-Textilkabel mit Metalls                                                                   |goobay USB-C USB-Textilkabel mit Metalls                                                                      |BAKTERIOLOGIE LABOR |                     |4501805535       |103564                  |512012348 |
|2022   |9226197           |691120             |DV u. Org. Aufwand      |24.02.2022     |                  13,92 |goobay USB-C USB-Textilkabel mit Metalls                                                                   |goobay USB-C USB-Textilkabel mit Metalls                                                                      |BAKTERIOLOGIE LABOR |                     |4501805535       |325000                  |5000141313|
|2022   |9226197           |691120             |DV u. Org. Aufwand      |25.02.2022     |                   0,83 |i-tec Adapter USB-C Display Port 4K                                                                        |i-tec Adapter USB-C Display Port 4K                                                                           |BAKTERIOLOGIE LABOR |                     |4501805535       |103564                  |512012348 |
|2022   |9226197           |691120             |DV u. Org. Aufwand      |24.02.2022     |                  38,98 |i-tec Adapter USB-C Display Port 4K                                                                        |i-tec Adapter USB-C Display Port 4K                                                                           |BAKTERIOLOGIE LABOR |                     |4501805535       |325000                  |5000141313|
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Anzeigevariante           ITC02      IT-Controlling Standard
Kostenstelle              131203...  Oellerich/ZN 2797...
K.Währung                 EUR        Euro

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
|   Jahr|Kostenstelle      |Kostenart          |Kostenartenbezeichn.    |Buchungsdatum  |              Wert/KWähr|Bezeichnung                                                                                                |Bestelltext                                                                                                   |Objektbezeichnung   |Partner-Kstl         |Einkaufsbeleg    |Konto Gegenbuchung      |RefBelegnr|
|--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|
|2022   |9226197           |691120             |DV u. Org. Aufwand      |25.02.2022     |                   0,53 |i-tec USB-C Adapter                                                                                        |i-tec USB-C Adapter                                                                                           |BAKTERIOLOGIE LABOR |                     |4501805535       |103564                  |512012348 |
